VCL VAP VSL LIN WOB PROG BCF VCL15 VAP15 VSL15 LIN15 WOB15 PROG15 BCF15 VCL10 VAP10 VSL10 LIN10 WOB10 PROG10 BCF10 VCL5 VAP5 VSL5 LIN5 WOB5 PROG5 BCF5 MOTILITY TRACKS VIDEO
72.71738411764707 64.27048323529412 60.577142764705876 0.9442823341176471 0.8909573264705883 8.40072255882353 8.438375282352942 94.577908 84.96083666666668 80.48271333333334 0.94693053 0.9018609999999999 8.796447666666666 2.6515150666666667 95.985547 82.81028 78.291075 0.945019695 0.8664173 8.8507635 3.4090908 99.632774 76.67352 72.03649 0.93952245 0.7695613 8.868451 5.681818 0.3541666666666667 48 spvid_061
75.49618924796751 62.25188040447153 55.78869783739836 0.894459910731707 0.8400688733333337 7.465786381707316 10.149971760975614 113.63925929729727 89.17575175675678 80.33695335135135 0.8998604367567569 0.7868648372972974 7.448730632432433 12.380568872972972 116.94411815999997 90.3996318 81.91706651999999 0.905256524 0.7749076108 8.1734822 13.058997371999999 123.004932 89.67949083333332 80.60483566666667 0.89743889 0.7288485150000001 7.611052541666666 14.528272416666667 0.917910447761194 268 spvid_124
58.76809933333334 56.37585633333333 51.791552333333335 0.9184220649999998 0.9578351116666668 7.195434358333333 6.823698558333334 103.95632499999999 100.60235499999999 92.1802275 0.9163355849999999 0.9675844650000001 5.8401558 1.5165441 105.42268 103.14339 94.29929 0.91425437 0.9783795 5.583734 1.5625 105.42268 103.14339 94.29929 0.91425437 0.9783795 5.583734 1.5625 0.0736196319018405 163 spvid_036
89.18717101724138 84.32133031034486 78.24388231034482 0.9251134663793104 0.9441039853448273 7.999160281034483 8.254850725862068 100.94874822222225 96.55789788888889 90.29886377777778 0.9351361866666666 0.9566267455555555 8.424479066666667 7.282197 102.27193933333335 97.26336016666666 91.23474066666667 0.9380053966666667 0.95098932 8.726738666666668 6.875 104.33209866666668 99.319452 93.03607333333333 0.9367382133333333 0.9520590499999999 8.831725666666665 7.575757666666668 0.7160493827160493 81 spvid_173
97.97582162162163 89.47918459459459 82.34320609459459 0.9119856118918919 0.8982749878378379 9.431501675675674 5.668617194594596 132.8420416666667 126.48074833333334 116.76323483333333 0.9234405916666667 0.952489205 8.839089416666667 4.324494949999999 134.57138750000001 128.5404125 118.12341599999999 0.919153595 0.9558690075 8.375106875 5.3503788 136.937925 127.68482499999999 118.90820199999999 0.9312535999999999 0.9323850149999999 9.7561265 1.70454545 0.6727272727272727 55 spvid_020
89.48966066666668 88.4847424111111 82.46474337777774 0.925855431777778 0.981672292111111 8.00260938333333 5.81825091222222 114.30022964285715 115.7977852857143 108.72689892857143 0.9389996399999999 1.0129328914285713 7.706473857142858 4.054695464285715 115.77907111111111 117.9687611111111 110.50762655555556 0.9368131233333332 1.0188796844444443 7.466063388888888 4.416972177777778 118.68302125 121.16636000000001 114.16289975 0.9420102124999999 1.021075625 7.288086100000001 5.398606875 0.6923076923076923 130 spvid_165
88.05819513333334 80.07567313333334 74.56784453333333 0.9184758726666666 0.899728892 7.984049166666667 5.262205113333334 122.509893 112.509095 108.095195 0.9607727699999999 0.916903665 9.6961525 6.5205628 122.509893 112.509095 108.095195 0.9607727699999999 0.916903665 9.6961525 6.5205628 127.05173 121.51047 116.73748 0.9607195 0.95638573 9.384344 11.904762 0.4411764705882353 34 spvid_309
80.015299 63.31359816666666 58.359648249999985 0.9228160974999998 0.818050845 8.549418683333334 12.064758041666666 102.04549499999999 82.514685 77.01576 0.933546545 0.80790255 9.14795 14.772727 104.85007 87.39562 81.30955 0.93036175 0.8335295 9.131932 17.045454 104.85007 87.39562 81.30955 0.93036175 0.8335295 9.131932 17.045454 0.36363636363636365 33 spvid_077
91.51755577380952 88.82394383333336 81.55043235714284 0.9184653048809521 0.9688047069047621 7.925290844047618 5.1165809035714265 109.33617646153847 104.19980784615382 95.14018653846155 0.9127438430769232 0.954232570769231 7.3734363 4.213096238461538 111.17243549999999 105.061602 96.492145 0.91900162 0.9461397325 8.053102875 4.8150314375 113.41559124999999 102.41280749999999 93.1028575 0.910671025 0.9033698400000001 7.518566250000001 8.4801711 0.7304347826086957 115 spvid_132
78.68509389690725 72.5145276597938 66.88851806185568 0.9204526103092782 0.9127492618556701 8.123696290721648 6.38776831443299 107.68418633333332 102.58133466666668 95.09909633333334 0.9272273586666667 0.9525816593333332 7.751596579999998 2.8344155933333335 109.00410309999998 103.764682 96.0020949 0.925327283 0.951889911 7.554118 3.63798703 111.00639819999999 105.39821400000001 96.95297919999999 0.9198903319999999 0.9491835959999999 6.964445 2.5714286 0.708029197080292 137 spvid_098
